formula,material_id,element,stoichiometric_index,displacement_threshold_energy_eV,ed_interpretation,calculation_method,aggregation_mode,site_count,structure_source,ed_mode,status,notes
MoWSe2S2,JVASP-28698,Se,2.0,7.4,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
MoWSe2S2,JVASP-28698,S,2.0,7.6,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2GaNiF7,JVASP-57312,Na,2.0,8.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2GaNiF7,JVASP-57312,Ga,1.0,9.4,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2GaNiF7,JVASP-57312,Ni,1.0,23.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2GaNiF7,JVASP-57312,F,7.0,15.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2WO4,JVASP-11669,Na,2.0,27.677,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2WO4,JVASP-11669,W,1.0,19.987,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na2WO4,JVASP-11669,O,4.0,7.052,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na3VS3O,JVASP-12252,Na,3.0,5.67,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na3VS3O,JVASP-12252,V,1.0,2.908,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na3VS3O,JVASP-12252,S,3.0,5.331,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Na3VS3O,JVASP-12252,O,1.0,5.272,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NaS,JVASP-9152,Na,1.0,2.013,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NaS,JVASP-9152,S,1.0,0.802,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NbBi3O7,JVASP-13254,Nb,1.0,1.558,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NbBi3O7,JVASP-13254,Bi,3.0,57.752,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NbBi3O7,JVASP-13254,O,7.0,0.691,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NbS2,JVASP-574,Nb,1.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
NbS2,JVASP-574,S,2.0,7.6,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
P2Se5,JVASP-5590,P,2.0,8.7,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
P2Se5,JVASP-5590,Se,5.0,7.4,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
PbS,JVASP-17941,Pb,1.0,12.507,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
PbS,JVASP-17941,S,1.0,7.6,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
PtI2,JVASP-12896,Pt,1.0,6.913,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
PtI2,JVASP-12896,I,2.0,10.106,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb2As3,JVASP-11390,Rb,2.0,3.146,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb2As3,JVASP-11390,As,3.0,5.88,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb4CuSi2O7,JVASP-25574,Rb,4.0,5.5,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb4CuSi2O7,JVASP-25574,Cu,1.0,19.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb4CuSi2O7,JVASP-25574,Si,2.0,20.5,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Rb4CuSi2O7,JVASP-25574,O,7.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SCl2,JVASP-58833,S,1.0,6.36,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SCl2,JVASP-58833,Cl,2.0,4.261,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SbIrS,JVASP-10264,Sb,1.0,47.815,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SbIrS,JVASP-10264,Ir,1.0,122.53,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SbIrS,JVASP-10264,S,1.0,24.467,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScMo3O8,JVASP-12703,Sc,1.0,7.235,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScMo3O8,JVASP-12703,Mo,3.0,7.526,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScMo3O8,JVASP-12703,O,8.0,8.658,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScS,JVASP-19725,Sc,1.0,46.408,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScS,JVASP-19725,S,1.0,48.251,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScVO4,JVASP-11823,Sc,1.0,25.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScVO4,JVASP-11823,V,1.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ScVO4,JVASP-11823,O,4.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Si,JVASP-25415,Si,1.0,4.733,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrTaNO2,JVASP-109687,Sr,1.0,7.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrTaNO2,JVASP-109687,Ta,1.0,0.56,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrTaNO2,JVASP-109687,N,1.0,22.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrTaNO2,JVASP-109687,O,2.0,28.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrZrS3,JVASP-21271,Sr,1.0,19.813,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrZrS3,JVASP-21271,Zr,1.0,20.172,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
SrZrS3,JVASP-21271,S,3.0,21.908,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Ta2Te4Br10O,JVASP-31871,Ta,2.0,11.673,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Ta2Te4Br10O,JVASP-31871,Te,4.0,9.079,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Ta2Te4Br10O,JVASP-31871,Br,10.0,7.234,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Ta2Te4Br10O,JVASP-31871,O,1.0,7.082,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Te2Mo3WS6,JVASP-28699,Te,2.0,5.5,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Te2Mo3WS6,JVASP-28699,Mo,3.0,33.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Te2Mo3WS6,JVASP-28699,W,1.0,55.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
Te2Mo3WS6,JVASP-28699,S,6.0,7.6,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
TeMoWSe3,JVASP-28952,Te,1.0,5.5,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
TeMoWSe3,JVASP-28952,Mo,1.0,33.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
TeMoWSe3,JVASP-28952,W,1.0,55.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
TeMoWSe3,JVASP-28952,Se,3.0,7.4,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
VRhO4,JVASP-42957,V,1.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
VRhO4,JVASP-42957,Rh,1.0,25.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
VRhO4,JVASP-42957,O,4.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnBi2O5,JVASP-9800,Zn,1.0,10.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnBi2O5,JVASP-9800,Bi,2.0,8.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnBi2O5,JVASP-9800,O,5.0,28.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnGeN2,JVASP-9374,Zn,1.0,0.591,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnGeN2,JVASP-9374,Ge,1.0,14.5,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnGeN2,JVASP-9374,N,2.0,22.0,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnO,JVASP-17188,Zn,1.0,10.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnO,JVASP-17188,O,1.0,28.0,fallback_screening_value_not_dynamic_threshold_displacement_energy,elemental_fallback_after_dft_failure,min,1,material_level_fallback_no_qe_result,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnS,JVASP-10591,Zn,1.0,4.311,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
ZnS,JVASP-10591,S,1.0,24.075,screening_proxy_not_dynamic_threshold_displacement_energy,dft_displacement_barrier_proxy,min,1,jarvis_relaxed_input+idealized,static,ok,Use as SR-NIEL Ed input only after benchmark validation; current value is a DFT displacement-barrier proxy.
